body,clusters_0,sentiment_positive_score,sentiment_negative_score,sentiment_combined_score,sentiment_summary,published_date,post_type,total_engagement,comments,shares,likes,author_gender,followers
Lmaooo! Buynowpaylater in a society micro loan start up have resorted to harassing the contacts on the phone of debtors to get their money back. I hate this approach but the truth is we have bad credit habit in the country. Have you tried getting a friend to pay back a loan?,Government Support,4.162028338,4.352636026,-0.391352698,negative,"Aug 30, 2021",Reposts,0,0,0,0,Male,843
", , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , Your kids live in the very best time to be alive. Just 250 years ago, lifespans were halved, half of all children died before age 10  life was a grinding misery. Why is income disparity bad? In a free market, people get rich by providing you goods and services that you want.",Government Support,4.126068079,3.226489061,-0.100643244,neutral,"Oct 21, 2021",Reposts,0,0,0,0,Male,796
", You recently migrated to Israel but life is still tuff? No worries: say you're an ""indigenous Palestinian"" oppressed by the big, bad Israeli and then you get everything for free: the , pays for your house, , gets Israel to pay for your utilities, , puts you on tv ,",Poor People,3.365987742,2.89635015,-0.196303512,neutral,"Jul 23, 2021",Replies,0,0,0,0,Unknown,761
"It's high time Zimbabweans must know the truth and face reality and know the reality. If sanctions doesn't hurt the poor why , and its paid activists do not want them removed because it has proven beyond doubt that they hurt the majority. , ,",Small Businesses,2.535278884,2.390351103,-0.287710206,neutral,"Sep 25, 2021",Reposts,0,0,0,0,Unknown,750
"Great to see , calling for an EMERGENCY MEETING with Deliveroo over the SHOCKINGLY LOW PAY its riders receive‼️ If Will Shu is seriously wanting to EndChildPoverty then he can start by PAYING RIDERS FAIRLY so they can support their family👏 ,",Government Support,5.104771878,2.172262613,0.507832871,positive,"Mar 28, 2021",Reposts,0,0,0,0,Male,670
", , Living standards in Bulgaria and Romania are better than the UK? A million migrants each says not likely! Yes the U.K. uses U.K. haulage companies, but the drivers are in a great deal of cases not British citizens and they work in conditions and for pay that is unfair.",Poor Pay,5.501424105,1.490714887,0.959177602,positive,"Sep 26, 2021",Replies,0,0,0,0,Unknown,655
", , What's worse is Mr Wancock going on about the incredibly good job they do, being so condescending in the way he talks about them. They need a decent rise now. Not paid over 3 years either. 🤬",Job,3.596987749,2.482585843,0.024222473,neutral,"Feb 20, 2021",Replies,0,0,0,0,Male,637
Preparing for my friend’s funeral I was warned that deposits have to be made to secure orders because prices increase by the day. The Naira is sliding. Wages are stagnant. We’re on the road to economic damnation fueled by loans. The time for farreaching reforms is NOW,House Prices,5.093319263,3.533156595,0.019164451,neutral,"Sep 15, 2021",Reposts,0,0,0,0,Male,622
", , In my company in the 70s when taxes were much higher ppl refused promotions because the extra salary increase did not compensate for extra responsibility. That’s when extra fringe benefits (eg Cars, bonuses, payments in tax free zones) proliferated to compensate.",Poor Pay,5.549371117,1.781499541,0.789655571,positive,"Aug 2, 2021",Replies,0,0,0,0,Unknown,606
"The true scale of this horror show. Cladding is one part of the issue, poor build quality with missing fire breaks another. A system that created broken homes and now breaking people making them pay for the faults of others. , mhclg ,",Leaseholding,1.788857864,5.277455326,-1.428440275,negative,"Dec 16, 2020",Reposts,0,0,0,0,Unknown,601
Unbelievable the expenses that some MPs are claiming ON TOP of their salary while … NHS is struggling Education is struggling People have to use foodbanks and struggle to pay bills / uniforms etc And so on. The rich get richer While the poor get poorer,Rich People,2.891547309,2.89635015,-0.348233206,negative,"Sep 6, 2021",Reposts,0,0,0,0,Male,558
", , , , , There is no magic solution I agree, but remember in the Swiss model as with others, poor & vulnerable patients don't pay the excess, only those with sufficient income. Look at the Dutch model.... The monopsical nature of our NHS & its utter lack of regulation must change.",Low Income Families,2.797657138,3.061846712,-0.436809494,negative,"Nov 1, 2021",Replies,0,0,0,0,Unknown,548
", , In October over 50 MPs formally rejected the pay rise for this year which IPSA formalised with a statement that it was not a good time to give MP's a pay rise. They do have plenty of expenses they can claim (from IPSA website). As for whether they got a pay rise last April 2/X ,",Leaseholding,1.788857864,3.899359104,-1.125808446,negative,"Mar 7, 2021",Replies,0,0,0,0,Unknown,545
", , This pay rise is a blatant pre election bribe. They haven't offered more than 1 or 2% for the 14 years we've suffered under them. It also will stoke divisions between people here and in England  all part of the cunning divide and rule plan by Sturgeon.",Government Support,2.23607233,6.596819157,-1.428440275,negative,"Mar 25, 2021",Reposts,0,0,0,0,Unknown,540
", Only the poor brainwashed are wiling to cooperate with an evil globalist org or the disgusting filthy paid shills wiling to sell out humanity for 30 pieces of silver (regardless of what they are paid the betrayal is the same) believe this now.",Government Support,2.168660482,4.280715508,-1.026584073,negative,"Sep 11, 2021",Replies,0,0,0,0,Unknown,528
", you have cancelled my flight so I've had to rebook and pay more for another one and no matter what I do, I can't even pay to sit with my kids. Surely that's not right? badcustomerservice easyJet",Government Support,3.412320356,2.137799449,0.121041921,neutral,"Oct 2, 2021",Replies,3,0,2,1,Unknown,484
", , , The OP even spelt it out right at the start of this thread  “this is the young, poor vote”. You seem to be completely missing the point that, by definition, your sample is based entirely on those young people who have sufficient disposable income to go out drinking.",Income Tax,3.699580745,1.025774599,0.936197877,positive,"May 10, 2021",Replies,0,0,0,0,Male,448
", Not a living wage. Little to no benefits. Stressful work environment. Socially looked down upon. Often involves company attempting to gaslight employees. Bad hours. No PTO. Union busting. but sure It's extended unemployment.",Long Hours,1.490714887,6.10868346,-1.757029073,negative,"May 2, 2021",Reposts,0,0,0,0,Unknown,323
", Astonishing that Tories took us through 10yrs of austerity, draining money from NHS/Social care, presses ahead with Brexit bad deal (now losing £600m p/w), splashes billions to Tory donors/mates and then forces younger/poorer people to pay for the mismanagement.",Poor Pay,5.035782849,3.47562018,0.024222473,neutral,"Sep 9, 2021",Reposts,0,0,0,0,Male,321
", People imagine that the rich just sit in ivory towers all day burning poor people for fun. Quite a lot do actually work hard and pay tax. I know plumbers who have worked 50+ hours a week earn over 50k a year but after tax their hourly rate is poor. Why bother working that hard?",Long Hours,0.993809924,3.869009801,-1.705781513,negative,"Sep 8, 2021",Replies,0,0,0,0,Unknown,316
"Things we learned from COVID:  Lowwage jobs like retail, delivery, refuse collection, health & education are more important than the high salary ones.  The UK economy depends entirely on inflated house prices and the sale of coffee & takeaways.  The Govt wants us dead.",House Prices,3.66761607,2.931919626,-0.122689082,neutral,"Oct 3, 2021",Reposts,0,0,0,0,Unknown,287
Snotty message in my inbox from someone I thought better of. Yeah I pay a cleaner. Yeah I sometimes go out for coffee. No I don’t give people on benefits a ‘bad name’. The nice things I have or do are usually because someone has gifted/helped me. 1/2,Government Support,4.537575002,0.993809924,1.172028452,positive,"Jun 5, 2021",Reposts,0,0,0,0,Unknown,266
", Higher wages = higher inflation. Not advocating low wages but it’s more complex than just increasing wages. Also there will also be a need for relatively unskilled workers (however that is defined) Not everyone is able to or wants to do high skilled, high paid jobs & more hours",Poor Pay,3.300854463,2.813198455,-0.186714303,neutral,"Oct 5, 2021",Replies,0,0,0,0,Female,264
", Low wage economy.....like foreign labour who work for very poor wages,terrible conditions and long hours and I believe your party want to continue in certain sectors.",Long Hours,2.396274244,2.482585843,-0.381959153,negative,"Oct 7, 2021",Replies,0,0,0,0,Unknown,259
"Got to love Conservative Party policy making: Starve disadvantaged kids,begrudge the poorest £20 by trying to enrage tax payers, while feasting and getting drunk on subsidised food&drink and throwing money at their mates for failed contracts,also paid for by tax payers🤷‍♀️Go figure",Poor Pay,1.788857864,7.021754057,-1.714009291,negative,"Jan 19, 2021",Reposts,0,0,0,0,Unknown,250
"This is an important victory. Trump's radical Title X gag rule restricted access to abortion and reproductive care for millions—especially for lowincome communities & people of color. I'm glad the BidenHarris administration reversed this awful policy. ,",Low Income Families,5.875122442,2.523683282,0.498433856,positive,"Oct 6, 2021",Reposts,0,0,0,0,Male,245
", This is such bad taste. How about you offer the freedom and flexibility from extortionate landlords, increasing utility bills, and other expensive living costs, while tackling low wages in the industries YOU promote? ""Ruzak"" is being exploited. Help him. WorldMentalHealthDay",Cost of Living,2.168660482,3.26244932,-0.754942141,negative,"Oct 11, 2021",Replies,0,0,0,0,Unknown,233
", , , With all due respect, it’s not about you  you’re already online. Many regions have very poor access and so suffer in education, business and income. Digital enablement helps to overcome this and is essential to the country as a whole right now: ,",Small Businesses,4.715506376,1.318853056,0.927520255,positive,"Jan 6, 2021",Replies,0,0,0,0,Male,156
", , Also you’re paying for a car on finance, which a lot of people may not necessarily be able to do if they don’t have a good credit score. For a lot of people in poor financial position that’s a very real issue.",Leaseholding,4.244432719,1.843830656,0.4871893,positive,"Dec 14, 2020",Replies,0,0,0,0,Female,138
